,time_value,average_dist2
0,0.0,0.0
1,0.03333333333333333,0.11660459694129588
2,0.06666666666666667,0.1644444862905033
3,0.1,0.23119654226913233
4,0.13333333333333333,0.2840795958998505
5,0.16666666666666666,0.3512105794793921
6,0.2,0.41831235488595797
7,0.23333333333333334,0.49775021064655334
8,0.26666666666666666,0.5376349667798012
9,0.3,0.5962370826600151
10,0.3333333333333333,0.7094082109469767
11,0.36666666666666664,0.7557053410871046
12,0.4,0.851496606679794
13,0.43333333333333335,0.8967777750488827
14,0.4666666666666667,0.9575165571385038
15,0.5,1.0441246606428203
16,0.5333333333333333,1.0970442023152116
17,0.5666666666666667,1.1517604044729233
18,0.6,1.2019188967125318
19,0.6333333333333333,1.2821050057452694
20,0.6666666666666666,1.3133356742308908
21,0.7,1.378026002650282
22,0.7333333333333333,1.3776082003911794
23,0.7666666666666667,1.418651207412904
24,0.8,1.5014059961567823
25,0.8333333333333334,1.5698224004591301
26,0.8666666666666667,1.6328165848325493
27,0.9,1.6334834164430505
28,0.9333333333333333,1.674516286419607
29,0.9666666666666667,1.6759962840024134
30,1.0,1.6939967233019593
31,1.0333333333333334,1.7509947457168158
32,1.0666666666666667,1.7591177165657585
33,1.1,1.801741401993057
34,1.1333333333333333,1.8060147073990491
35,1.1666666666666667,1.8291947903732175
36,1.2,1.8295767516097854
37,1.2333333333333334,1.8515613608764019
38,1.2666666666666666,1.8105533564134508
39,1.3,1.8384555284604975
40,1.3333333333333333,1.8652003348085688
41,1.3666666666666667,1.8794517056410531
42,1.4,1.918218563710025
43,1.4333333333333333,1.944487238533518
44,1.4666666666666666,1.9620274640210051
45,1.5,2.0141407053376645
46,1.5333333333333334,2.0453150433918985
47,1.5666666666666667,2.0843094061088636
48,1.6,2.0980350739779787
49,1.6333333333333333,2.1222143442349823
50,1.6666666666666667,2.1452791919386587
51,1.7,2.1838433217007314
52,1.7333333333333334,2.2214262065676107
53,1.7666666666666666,2.2569050838620237
54,1.8,2.3007639153124497
55,1.8333333333333333,2.3397754897755716
56,1.8666666666666667,2.382953501640244
57,1.9,2.48669504328527
58,1.9333333333333333,2.551294811589206
59,1.9666666666666666,2.5981078149730426
60,2.0,2.630003759393761
61,2.033333333333333,2.690995233492446
62,2.066666666666667,2.6953106132751765
63,2.1,2.70608135146695
64,2.1333333333333333,2.7374014159966844
65,2.1666666666666665,2.7241589653803393
66,2.2,2.724373531897359
67,2.2333333333333334,2.736004821257368
68,2.2666666666666666,2.729713053642225
69,2.3,2.7323715620074034
70,2.3333333333333335,2.72080121312396
71,2.3666666666666667,2.737697995325014
72,2.4,2.77649107747677
73,2.433333333333333,2.795621338116637
74,2.466666666666667,2.8175267924103657
75,2.5,2.841524190297552
76,2.533333333333333,2.8763600271501097
77,2.566666666666667,2.9225833574239743
78,2.6,2.9644771671818715
79,2.6333333333333333,3.0071777149128867
80,2.6666666666666665,3.0450093179751474
81,2.7,3.063385501734021
82,2.7333333333333334,3.1022437721375127
83,2.7666666666666666,3.1270776494997494
84,2.8,3.120328599846308
85,2.8333333333333335,3.135355268609113
86,2.8666666666666667,3.164087446998101
87,2.9,3.1831780805388865
88,2.933333333333333,3.192521078840114
89,2.966666666666667,3.224539235467539
90,3.0,3.2531774419271855
91,3.033333333333333,3.2489374568237555
92,3.066666666666667,3.248486687514661
93,3.1,3.2577248730699147
94,3.1333333333333333,3.243894378911382
95,3.1666666666666665,3.2087368814370696
96,3.2,3.161728385066257
97,3.2333333333333334,3.1301939770647236
98,3.2666666666666666,3.104708823443611
99,3.3,3.0869975793562565
100,3.3333333333333335,3.06197669987322
101,3.3666666666666667,3.037080066001449
102,3.4,3.010136462849291
103,3.433333333333333,2.987950335156833
104,3.466666666666667,2.994691616094912
105,3.5,2.9894357268871303
106,3.533333333333333,2.9599554986722194
107,3.566666666666667,2.940241136605146
108,3.6,2.950907955191445
109,3.6333333333333333,2.962524865392288
110,3.6666666666666665,2.9707902420886882
111,3.7,2.9561252553372888
112,3.7333333333333334,2.9665429599246957
113,3.7666666666666666,2.994982935206971
114,3.8,3.004561964691051
115,3.8333333333333335,3.024850707603382
116,3.8666666666666667,3.0398736340876833
117,3.9,3.038509032732545
118,3.933333333333333,3.0520321339558
119,3.966666666666667,3.033344575499286
120,4.0,3.0198212799478235
121,4.033333333333333,3.0570739934893614
122,4.066666666666666,3.0423154752483423
123,4.1,3.070005552379984
124,4.133333333333334,3.0862235511934126
125,4.166666666666667,3.118327693500242
126,4.2,3.1273400602217873
127,4.233333333333333,3.1455558111779034
128,4.266666666666667,3.1466665805559173
129,4.3,3.177395997065835
130,4.333333333333333,3.2048698725487617
131,4.366666666666666,3.2111785206470094
132,4.4,3.2169933622444637
133,4.433333333333334,3.2220698519484037
134,4.466666666666667,3.1919544992067266
135,4.5,3.206565130100601
136,4.533333333333333,3.1950975590945245
137,4.566666666666666,3.2238248844139505
138,4.6,3.210737432183462
139,4.633333333333334,3.2371614403215307
140,4.666666666666667,3.2158516667151815
141,4.7,3.235134528537411
142,4.733333333333333,3.222029142248426
143,4.766666666666667,3.2628878387248523
144,4.8,3.2270241951474627
145,4.833333333333333,3.2645752409166335
146,4.866666666666666,3.2365215018942433
147,4.9,3.284255817008779
148,4.933333333333334,3.294365391714437
149,4.966666666666667,3.3303682014326643
150,5.0,3.3248765087692393
151,5.033333333333333,3.344263486489874
152,5.066666666666666,3.3498013871163757
153,5.1,3.3791208409160416
154,5.133333333333334,3.4023703928887286
155,5.166666666666667,3.4160238788120485
156,5.2,3.466358855982115
