scorer,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000,DLC_mobnet_100_Active MatterJan31shuffle1_20000
bodyparts,blue,blue,blue,light,light,light,green,green,green,yellow,yellow,yellow,pink,pink,pink,blue,blue,blue,light,light,light,green,green,green,yellow,yellow,yellow,pink,pink,pink,blue,blue,blue,light,light,light,green,green,green,yellow,yellow,yellow,pink,pink,pink
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,358.5567322,248.6988068,0.991856575,313.8937378,261.4906921,0.998382449,392.3748779,337.1089478,0.999365926,269.8405457,357.4056396,0.998867273,350.4969482,296.2517395,0.995225251,131.7388458,240.6027069,0.997679472,85.40185547,268.5559692,0.998413324,264.6988525,252.1406708,0.97495836,343.669342,208.6288452,0.996863723,351.3050537,381.7199707,0.161407828,234.5352936,408.2337341,0.996455073,77.03842926,267.4104614,0.994936347,257.9660645,177.0028687,0.997107267,327.1787109,214.66745,0.999388456,395.2302856,278.0116882,0.986465096
1,358.4481506,252.5551147,0.986039162,312.7015381,265.1946106,0.998379111,390.4620667,337.3548889,0.999323845,266.065979,357.3253784,0.999286115,348.479187,294.282074,0.997180939,127.5190887,241.009552,0.996257901,85.04171753,269.6676941,0.998895764,262.8599243,247.5018463,0.97649312,343.851532,208.6509552,0.99810493,346.901886,384.1322021,0.956921339,234.7572784,410.948761,0.993959367,74.96209717,268.2511597,0.995087028,257.4248047,177.5957184,0.998330832,323.5882263,212.2036591,0.99930203,394.6269226,279.7045288,0.997483015
2,355.6360168,252.5603027,0.991727352,312.0332642,268.1833496,0.997606993,388.7607422,339.6046143,0.999432504,264.1888123,357.4549561,0.999571443,342.7619324,292.7296753,0.996433139,122.9430771,243.9560089,0.994506598,85.39939117,269.1016541,0.998809636,262.1372681,243.8194885,0.994844437,342.8215027,208.1018982,0.99817276,347.4256897,384.8995056,0.959716678,230.3612061,415.9208984,0.997359514,73.44180298,269.7556458,0.99685514,256.151123,176.8305511,0.998688102,322.9123535,212.0030518,0.999350846,398.7498474,280.0452576,0.997305036
3,359.013092,249.8546448,0.99637413,312.5964355,268.1048889,0.995962024,388.2565002,338.1773071,0.999520481,263.8286438,355.3456116,0.999620795,341.2941895,290.3954468,0.997232378,120.2268372,245.4676056,0.994176805,85.16225433,268.6357117,0.998529732,259.6417542,241.0710297,0.998736382,346.4689331,208.5476837,0.994517922,347.9888306,384.1814575,0.994533122,231.688446,417.4820862,0.997942567,72.79917145,269.9044495,0.997329116,256.2906189,176.6106873,0.996803343,323.3161926,212.1356201,0.999694705,401.4736938,281.5845032,0.998100519
4,359.6690674,249.9153137,0.997768819,313.6054993,268.0621948,0.994754374,386.3126526,341.2774353,0.99907136,264.4267273,355.4224548,0.999542952,341.1291809,291.2494812,0.998018265,119.8071518,249.8766479,0.993163705,85.31069183,269.1627808,0.99854672,259.6885071,239.9586182,0.999121189,347.6567383,209.0023041,0.992800593,343.2416687,383.5351868,0.99434191,234.8125763,420.0516052,0.998013258,73.31974792,271.9266052,0.998673797,255.1273804,176.9818573,0.99746418,323.8274536,211.537735,0.999845147,409.3310547,282.0549927,0.996093392
5,360.2349548,250.4726257,0.996729195,313.8191223,267.8971252,0.994326472,384.3196716,342.2216797,0.998744845,261.6313171,355.3307495,0.999559045,346.042572,291.8434448,0.996753931,119.4524307,248.6606903,0.991426885,85.28614044,269.8717651,0.998919427,258.1824341,238.2417755,0.998472691,348.33255,208.6333313,0.998050451,345.8685913,383.9759216,0.99907428,235.8572845,420.8519897,0.998148561,73.24508667,273.0839233,0.998982191,249.7461395,178.7709961,0.99566102,325.7564697,211.8248444,0.999762356,412.9014587,278.5085449,0.998139501
6,357.3942261,253.0505676,0.994752586,313.1614685,268.5436401,0.99450165,385.3478699,340.4559021,0.999342203,262.5012207,356.1291199,0.999310136,345.6019592,290.8774414,0.994809806,123.7775879,248.4298401,0.985484123,85.07735443,269.8496094,0.998709142,257.3684082,237.291748,0.995429695,350.1774292,208.1638489,0.998873472,344.2064514,383.9858704,0.999306321,236.7418213,423.2167358,0.998523474,70.84393311,274.8551331,0.999649525,248.450119,179.6391449,0.996627569,324.4038391,210.6368408,0.999761701,414.2450562,276.3295593,0.997481048
7,361.2974243,253.3322754,0.991434991,314.3701172,270.8400879,0.995335221,385.9039307,341.9927979,0.999075294,260.8785706,356.4069214,0.999637187,347.7781677,295.5325928,0.996516585,116.346756,252.0662689,0.945283175,83.9482193,269.5194092,0.998725057,255.8202972,235.1882324,0.991285443,351.793396,209.594635,0.999545157,345.5183716,383.8007507,0.999181271,235.7897186,421.9489136,0.998258173,70.78424835,276.01828,0.99976182,247.3486176,181.8522949,0.994690835,324.7384338,210.5373535,0.999712944,418.7081909,276.1278687,0.998655677
